OrderID,Client,Phone,Region,Revenue,OrderDate
ORD-1457,Alice Smith,9876577984,West,1748,2026-08-18
ORD-1458,David Miller,9876578875,South,3136,2026-08-11
ORD-1459,Bob Jones,9876579878,South,2854,2026-08-18
ORD-1460,David Miller,9876589963,North,,2026-08-07
ORD-1461,Bob Jones,9876583149,North,2495,2026-08-08
ORD-1462,David Miller,9876537168,North,4055,2026-08-11
ORD-1463,Emma Wilson,9876583464,North,2290,2026-08-10
ORD-1464,Alice Smith,9876561712,South,2877,2026-08-25
ORD-1465,Bob Jones,9876515513,NORTH,2406,2026-08-23
ORD-1466,Alice Smith,9876567983,north,2150,2026-08-24
ORD-1467,Emma Wilson,9876536485,West,4462,2026-08-09
ORD-1468,Michael Brown,,North,944,2026-08-20
ORD-1469,Michael Brown,9876541779,West,465,2026-08-22
ORD-1470,Michael Brown,9876593616,West,,2026-08-02
ORD-1471,Alice Smith,9876553292,South,3919,2026-08-04
ORD-1472,Bob Jones,9876582135,East,1343,2026-08-14
ORD-1473,Emma Wilson,9876595267,South,1683,2026-08-25
ORD-1474,David Miller,9876547409,North,534,2026-08-25
ORD-1475,Alice Smith,9876580143,West,$355.00,2026-08-06
ORD-1476,Emma Wilson,9876514763,West,3302,2026-08-26
ORD-1477,Emma Wilson,9876547941,West,356,2026-08-01
ORD-1478,David Miller,9876553914,East,2381,2026-08-15
ORD-1479,Michael Brown,9876527589,South,4180,2026-08-15
ORD-1480,Rahul Patel,,NORTH,,invalid-date-format
ORD-1481,Rahul K Patel,9876570150,west,2157,2026-08-23
ORD-1482,R Patel,9876511846,West,2811,2026-08-26
ORD-1483,Rahulk Patel,9876584420,North,1632,2026-08-06
ORD-1484,Michael Brown,9876566059,South,4271,2026-08-11
ORD-1485,Alice Smith,9876597720,South,831,2026-08-06
ORD-1486,Bob Jones,9876552415,South,2082,2026-08-01
ORD-1487,David Miller,9876540870,South,3709,2026-08-25
ORD-1488,David Miller,9876549576,North,4821,2026-08-24
ORD-1489,Michael Brown,9876544282,East,2995,2026-08-23
ORD-1490,Bob Jones,9876597528,East,,2026-08-15
ORD-1491,David Miller,9876563138,West,4166,2026-08-23
ORD-1492,David Miller,,East,2466,2026-08-12
ORD-1493,Michael Brown,9876538721,West,1144,2026-08-16
ORD-1494,Bob Jones,9876589395,South,3110,2026-08-14
ORD-1495,Michael Brown,9876580453,SOUTH,1839,2026-08-25
ORD-1496,Bob Jones,9876578879,east,3709,2026-08-17
ORD-1497,David Miller,9876583946,East,969,2026-08-02
ORD-1498,Michael Brown,9876585065,West,4446,2026-08-05
ORD-1499,Bob Jones,9876578202,North,3669,2026-08-04
ORD-1500,Bob Jones,9876521919,South,,2026-08-15
ORD-1501,Alice Smith,9876527294,South,4254,2026-08-14
ORD-1502,Emma Wilson,9876583242,East,3837,2026-08-22
ORD-1503,David Miller,9876561897,East,2134,2026-08-27
ORD-1504,Alice Smith,,West,648,2026-08-02
ORD-1505,Emma Wilson,9876518357,North,4483,2026-08-02
ORD-1506,Alice Smith,9876514159,South,2401,2026-08-14
ORD-1507,Bob Jones,9876594085,West,3493,2026-08-12
ORD-1508,Emma Wilson,9876559479,South,3127,2026-08-03
ORD-1509,Michael Brown,9876595660,West,2898,2026-08-04
ORD-1510,Bob Jones,9876579316,SOUTH,,invalid-date-format
ORD-1511,Bob Jones,9876512979,east,2494,2026-08-15
ORD-1512,Michael Brown,9876579721,South,3157,2026-08-27
ORD-1513,Bob Jones,9876570375,West,2885,2026-08-05
ORD-1514,David Miller,9876524790,West,313,2026-08-26
ORD-1515,Emma Wilson,9876541544,East,1738,2026-08-03
ORD-1516,Alice Smith,,East,4947,2026-08-22
ORD-1517,Alice Smith,9876515798,West,3345,2026-08-15
ORD-1518,Bob Jones,9876517398,West,1197,2026-08-17
ORD-1519,David Miller,9876585511,West,2662,2026-08-19
ORD-1520,Rahul Patel,9876541051,North,,2026-08-05
ORD-1521,Rahul K Patel,9876564206,West,2511,2026-08-09
ORD-1522,R Patel,9876582970,East,4896,2026-08-24
ORD-1523,Rahulk Patel,9876592050,West,3549,2026-08-18
ORD-1524,Emma Wilson,9876555143,East,3172,2026-08-26
ORD-1525,Michael Brown,9876564568,NORTH,$3394.00,2026-08-05
ORD-1526,David Miller,9876534101,south,4456,2026-08-16
ORD-1527,Bob Jones,9876549418,West,1232,2026-08-26
ORD-1528,Emma Wilson,,East,3430,2026-08-14
ORD-1529,Michael Brown,9876560910,West,2039,2026-08-09
ORD-1530,Bob Jones,9876594765,North,,2026-08-15
ORD-1531,David Miller,9876580206,East,1610,2026-08-02
ORD-1532,David Miller,9876598299,South,4989,2026-08-02
ORD-1533,Alice Smith,9876587015,West,4628,2026-08-07
ORD-1534,Emma Wilson,9876553642,West,2533,2026-08-01
ORD-1535,Bob Jones,9876525376,West,3973,2026-08-08
ORD-1536,Michael Brown,9876561987,West,2010,2026-08-18
ORD-1537,David Miller,9876559894,North,3869,2026-08-18
ORD-1538,David Miller,9876544283,North,2996,2026-08-17
ORD-1539,Emma Wilson,9876522924,South,3896,2026-08-25
ORD-1540,David Miller,,WEST,,invalid-date-format
ORD-1541,Alice Smith,9876529126,west,182,2026-08-09
ORD-1542,Michael Brown,9876548691,South,1298,2026-08-07
ORD-1543,David Miller,9876559786,West,4717,2026-08-27
ORD-1544,Bob Jones,9876582173,South,2815,2026-08-09
ORD-1545,Emma Wilson,9876570401,South,1428,2026-08-24
ORD-1546,David Miller,9876528344,West,4527,2026-08-16
ORD-1547,Bob Jones,9876578674,East,327,2026-08-27
ORD-1548,Alice Smith,9876510836,East,3428,2026-08-05
ORD-1549,Bob Jones,9876529795,East,124,2026-08-07
